"Client","Campaign Name","Sent Date","Total Recipients","Opens","Open Rate","Clicks","Click Rate","CTR","Bounces","Unsubscriptions","Spam Complaints","Tags","Email Format","Time","Subject","Employment Status","Topic","Product Type","Date Entered","MoAf","Day","Covid","Size","Subject Length","Punctuation","lastChar","Duplicate","Techniques"
"Columbia Univ Med Ctr","CUIMC_MAILMAN_IRA_PC_2024-01-16",2024-01-17,158,74,48.37,4,2.61,5.41,5,0,0,NA,NA,NA,"Make a big impact with a gift from your IRA.","Active","IRA","Donor-Centric
Postcard",NA,NA,"Wednesday","Post-COVID","Small",44,"Yes","Period","Yes","No"
"Computer History Museum","Computer History Museum TM 2018-04-18",2018-04-18,5395,1559,32.94,15,0.32,0.96,662,58,13,NA,NA,NA,"Plan Now... But Keep Your Options Open","Active","Mixed/Other","Donor-Centric
Target Mailer",NA,NA,"Wednesday","Pre-COVID","Small",38,"Yes","No Punctuation","No","No"
"Computer History Museum","Computer History Museum TM 2018-10-30",2018-10-31,2546,702,29,12,0.5,1.71,125,19,3,NA,NA,NA,"Meet Your Goals with a Well-Planned Gift","Active","Year-End","Donor-Centric
Target Mailer",NA,NA,"Wednesday","Pre-COVID","Small",40,"Yes","No Punctuation","No","No"
"Computer History Museum","Computer History Museum TM 2019-03-29",2019-03-28,1315,394,31.83,19,1.53,4.82,77,17,1,NA,NA,NA,"Four Things Taxpayers Should Know About Charitable Giving","Active","Tax Time","Donor-Centric
Target Mailer",NA,NA,"Thursday","Pre-COVID","Small",57,"No","No Punctuation","No","No"
"Computer History Museum","Computer History Museum TM 2019-07-30 (3 of 3)",2019-07-30,1254,407,33.69,18,1.49,4.42,46,23,4,NA,NA,NA,"Comfortable Commitments","Active","Wills","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Pre-COVID","Small",23,"No","No Punctuation","No","No"
"Computer History Museum","Computer History Museum TM 2019-10-29 (1 of 3)",2019-10-29,1873,571,32.48,19,1.08,3.33,115,32,6,NA,NA,NA,"The Time Is Right","Active","Year-End","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Pre-COVID","Small",17,"No","No Punctuation","No","No"
"Computer History Museum","Computer History Museum TM 2020-03-31 (2 of 3)",2020-03-31,1686,663,40.7,12,0.74,1.81,57,13,1,NA,NA,NA,"Gift planning in a difficult season","Active","Tax Time","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",35,"No","No Punctuation","No","No"
"Computer History Museum","Computer History Museum TM 2020-09-01 (3 of 3)",2020-09-01,2387,740,33.64,21,0.95,2.84,187,27,4,NA,NA,NA,"Do More with a Well-Planned Will","Active","Wills","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",32,"Yes","No Punctuation","No","No"
"Computer History Museum","Computer History Museum TM 2020-12-01 (1 of 3 incl.)",2020-12-01,2251,680,31.57,17,0.79,2.5,97,5,1,NA,NA,NA,"In 2020, planning is more important than ever","Active","Year-End","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",45,"Yes","No Punctuation","No","No"
"Computer History Museum","Computer History Museum QCD TM (2 of 3 incl.)",2021-04-14,2401,765,32.99,15,0.65,1.96,82,21,1,NA,NA,NA,"Give from your IRA in 2021","Active","IRA","Donor-Centric
Target Mailer",NA,NA,"Wednesday","Post-COVID","Small",26,"No","No Punctuation","No","No"
"Computer History Museum","CHM_Stock_and_QCD_3_of_3_incl",2021-08-31,2254,611,28.23,9,0.42,1.47,90,9,1,NA,NA,NA,"Consider a Timely Gift Now","Active","Stock","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",26,"No","No Punctuation","No","No"
"Computer History Museum","CHM_YE_2021-12_1_of_3",2021-12-14,2208,958,44.48,13,0.6,1.36,54,7,1,NA,NA,NA,"Ordinary steps. Extraordinary impact.","Active","Year-End","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",37,"Yes","Period","No","No"
"Computer History Museum","CHM_ShapeYourLegacy_2022-03-22_2-of-3",2022-03-22,2348,1119,48.76,14,0.61,1.25,53,8,1,NA,NA,NA,"Shape your legacy and connect the world","Active","Mixed/Other","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",39,"No","No Punctuation","No","No"
"Computer History Museum","CHM_SmartGiftOptions_2022-08-16_3-of-3",2022-08-16,2359,1045,45.59,11,0.48,1.05,67,23,4,NA,NA,NA,"Smart Gift Options for Changing Times","Active","Mixed/Other","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",37,"No","No Punctuation","No","No"
"Computer History Museum","CHM_YE_2022-12-15_1_of_3",2022-12-15,2270,1099,49.66,11,0.5,1,57,15,2,NA,NA,NA,"Simple steps. Sure results.","Active","Year-End","Donor-Centric
Target Mailer",NA,NA,"Thursday","Post-COVID","Small",27,"Yes","Period","No","No"
"Computer History Museum","CHM_Tax_Tips_2023-03-21_2-of-3",2023-03-21,2323,1161,51.37,8,0.35,0.69,63,9,1,NA,NA,NA,"Helpful Tax-Wise Tips from CHM","Active","Tax Time","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",30,"Yes","No Punctuation","No","No"
"Computer History Museum","CHM_IRA_2023-08-22_3-of-3",2023-08-22,2227,1080,50,9,0.42,0.83,67,3,1,NA,NA,NA,"Support CHM with a gift from your IRA","Active","IRA","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",37,"No","No Punctuation","No","No"
"Computer History Museum","CHM_YE_2023-12-19 1of3",2023-12-19,2123,1030,50.05,20,0.97,1.94,65,12,4,NA,NA,NA,"Year end is the perfect time to make a profound impact.","Active","Year-End","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",55,"Yes","Period","No","No"
"Computer History Museum","CHM_TaxTime_2024-03-19",2024-03-19,2404,1201,51.28,16,0.68,1.33,62,1,0,NA,NA,NA,"Your Future. Your Legacy.","Active","Tax Time","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",25,"Yes","Period","No","No"
"Creighton Techniques","Creighton Techniques 3Q23",2023-08-18,397,195,51.59,52,13.76,26.67,19,4,0,NA,NA,NA,"Techniques: Charitable Gifts of a Business Interest","Active","Business Interests","Professional
Advisor
Newsletter",NA,NA,"Friday","Post-COVID","Small",51,"Yes","No Punctuation","No","Yes"
"Creighton Techniques","Creighton Techniques 4Q23",2023-11-17,391,194,51.46,57,15.12,29.38,14,6,0,NA,NA,NA,"Join Our Heroic Quest: Transform Lives Through Charitable Giving!","Active","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Friday","Post-COVID","Small",65,"Yes","Exclamation","No","Yes"
"Creighton Techniques","Creighton Techniques 1Q24 2024-03-11",2024-03-11,382,205,55.86,61,16.62,29.76,15,5,0,NA,NA,NA,"Empowering your clients: Understanding TCJA sunset provisions","Active","TCJA","Professional
Advisor
Newsletter",NA,NA,"Monday","Post-COVID","Small",61,"Yes","No Punctuation","No","Yes"
"Creighton Techniques","Creighton Techniques 2Q24 2024-05-24",2024-05-24,376,160,44.32,39,10.8,24.38,15,0,0,NA,NA,NA,"Exploring Differences in Life Income Gifts","Active","Life Income Gifts","Professional
Advisor
Newsletter",NA,NA,"Friday","Post-COVID","Small",42,"No","No Punctuation","No","Yes"
"Emerson Health","Emerson Health Wills 2024-04-01",2024-04-01,3377,1570,53.6,20,0.68,1.27,448,55,7,NA,NA,NA,"Your Will. Your Gift. Your Way.","Active","Wills","Donor-Centric
Newsletter",NA,NA,"Monday","Post-COVID","Small",31,"Yes","Period","No","No"
"Family Promise","Family Promise Visions 2023-10-24",2023-10-24,5594,1990,42.81,59,1.27,2.96,946,100,14,NA,NA,NA,"Family Promise Presents: The Promise Fund Newsletter","Active","Year-End","Visions",NA,NA,"Tuesday","Post-COVID","Large",52,"Yes","No Punctuation","Yes","No"
"Family Promise","Family Promise Visions 2024-03-21",2024-03-26,4904,2179,47.02,45,0.97,2.07,270,94,7,NA,NA,NA,"Family Promise Presents: The Promise Fund Newsletter","Active","Wills","Visions",NA,NA,"Tuesday","Post-COVID","Large",52,"Yes","No Punctuation","Yes","No"
"Franklin College","Franklin College e-Blast 2016-10-03",2016-10-03,2778,795,32.11,21,0.85,2.64,302,14,1,NA,NA,NA,"Will planning tips from Franklin College","Active","Wills","Donor-Centric
Target Mailer",NA,NA,"Monday","Pre-COVID","Large",40,"No","No Punctuation","No","No"
"Franklin College","Franklin College e-Blast 2017-04",2017-04-26,1128,318,30.58,1,0.1,0.31,88,3,0,NA,NA,NA,"Lifetime income from a gift to Franklin College","Active","Life Income Gifts","Donor-Centric
Target Mailer",NA,NA,"Wednesday","Pre-COVID","Large",47,"No","No Punctuation","No","No"
"Franklin College","Franklin College e-Blast 2017-10",2017-10-31,5606,1108,21.18,7,0.13,0.63,375,27,8,NA,NA,NA,"Simple Ways to Make a Difference","Active","Mixed/Other","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Pre-COVID","Large",32,"No","No Punctuation","No","No"
"Franklin College","Franklin College e-Blast 2018-04",2018-05-03,5314,1175,22.82,22,0.43,1.87,164,13,7,NA,NA,NA,"What You Should Know About the Recent Tax Act","Active","TCJA","Donor-Centric
Target Mailer",NA,NA,"Thursday","Pre-COVID","Large",45,"No","No Punctuation","No","No"
"Franklin College","Franklin College e-Blast 2018-10-09",2018-10-09,4322,779,18.96,6,0.15,0.77,214,18,4,NA,NA,NA,"Choose how you make a difference","Active","Year-End","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Pre-COVID","Large",32,"No","No Punctuation","No","No"
"Franklin College","Franklin College e-Blast 2019-04",2019-04-30,6675,1312,21.99,96,1.61,7.32,708,49,7,NA,NA,NA,"An up-to-date will is important","Active","Wills","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Pre-COVID","Large",31,"Yes","No Punctuation","No","No"
"Franklin College","Franklin College DAF e-Blast 2019-09",2019-09-04,4423,863,20.22,34,0.8,3.94,156,17,1,NA,NA,NA,"Use your donor-advised fund to support Franklin College","Active","DAF","Donor-Centric
Target Mailer",NA,NA,"Wednesday","Pre-COVID","Large",55,"Yes","No Punctuation","No","No"
"Franklin College","Franklin College Life Ins/ Will/ Ret Assets e-Blast 2020-08-31 (1 of 3)",2020-08-31,3543,958,27.9,24,0.7,2.51,109,28,2,NA,NA,NA,"Giving in Uncertain Times","Active","Retirement Assets","Donor-Centric
Target Mailer",NA,NA,"Monday","Post-COVID","Large",25,"No","No Punctuation","No","No"
"Franklin College","Franklin College DAF/Stock e-Blast 2020-10-22 (2 of 3)",2020-10-22,3398,859,25.81,19,0.57,2.21,70,20,8,NA,NA,NA,"Support the next generation of leaders","Active","DAF","Donor-Centric
Target Mailer",NA,NA,"Thursday","Post-COVID","Large",38,"No","No Punctuation","No","No"
"Franklin College","Franklin College YE e-Blast 2020-12-07 (3 of 3)",2020-12-07,3990,826,21.71,73,1.92,8.84,185,35,0,NA,NA,NA,"Choose how and when you support Franklin College","Active","Year-End","Donor-Centric
Target Mailer",NA,NA,"Monday","Post-COVID","Large",48,"No","No Punctuation","No","No"
"Franklin College","Franklin College 4 Tax Tips e-Blast 2021-03-24 (1 of 3)",2021-03-24,3814,1012,27.81,51,1.4,5.04,175,32,11,NA,NA,NA,"Tax tips to consider in 2021","Active","Tax Time","Donor-Centric
Target Mailer",NA,NA,"Wednesday","Post-COVID","Large",28,"No","No Punctuation","No","No"
"Franklin College","Franklin_College_Wills_e-Blast_2021-07-20_(2 of 3)",2021-07-20,3678,999,27.94,31,0.87,3.1,103,11,0,NA,NA,NA,"Make the most of your will and estate planning","Active","WIlls","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Large",46,"No","No Punctuation","No","No"
"Franklin College","Franklin_College_YE_e-Blast_2021-11-16_(3 of 3)",2021-11-16,4389,1177,27.28,24,0.56,2.04,74,6,0,NA,NA,NA,"Impact Franklin College Today and Tomorrow","Active","Year-End","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Large",42,"No","No Punctuation","No","No"
"Franklin College","Franklin_College_Best_Practices_2022-03-29",2022-03-29,4372,1539,35.71,22,0.51,1.43,62,2,0,NA,NA,NA,"Making Meaningful Gifts—Best Practices Can Point the Way","Active","Best Practices","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Large",56,"Yes","No Punctuation","No","No"
"Franklin College","Franklin_College_CGA_2022-07-19 (2 of 3)",2022-07-19,4546,98,7.3,8,0.6,8.16,3204,0,1,NA,NA,NA,"Retirement income from your gift","Active","Annuities","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Large",32,"No","No Punctuation","Yes","No"
"Franklin College","Franklin_College_CGA_REBLAST_2022-08-31 (2 of 3)",2022-08-31,2998,1537,52.4,2,0.07,0.13,65,4,1,NA,NA,NA,"Retirement income from your gift","Active","Annuities","Donor-Centric
Target Mailer",NA,NA,"Wednesday","Post-COVID","Large",32,"No","No Punctuation","Yes","No"
"Franklin College","Franklin_College_YE_2022-11-20 (3 of 3)",2022-11-20,4333,1652,38.66,16,0.37,0.97,60,11,2,NA,NA,NA,"Simple steps. Sure results.","Active","Year-End","Donor-Centric
Target Mailer",NA,NA,"Sunday","Post-COVID","Large",27,"Yes","Period","No","No"
"Franklin College","Franklin_College_Life_Stages_(1 of 4)",2023-03-19,4365,1747,40.48,11,0.25,0.63,49,4,1,NA,NA,NA,"A Meaningful Journey","Active","Life Stages","Donor-Centric
Target Mailer",NA,NA,"Sunday","Post-COVID","Large",20,"No","No Punctuation","No","No"
"Franklin College","Franklin_College_STOCK_2023-05-28 (2 of 4)",2023-05-28,4364,1694,39.22,10,0.23,0.59,45,5,1,NA,NA,NA,"Is there a gift in your portfolio?","Active","Stock","Donor-Centric
Target Mailer",NA,NA,"Sunday","Post-COVID","Large",34,"Yes","Question","No","No"
"Franklin College","Franklin_College_Ret_Assets_2023-08-27",2023-08-27,4400,1790,41.26,15,0.35,0.84,62,1,1,NA,NA,NA,"Support Franklin College with a Gift of Retirement Assets","Active","Retirement Assets","Donor-Centric
Target Mailer",NA,NA,"Sunday","Post-COVID","Large",57,"No","No Punctuation","No","No"
"Franklin College","Franklin_College_Legacy_2023-11-17",2023-11-17,4457,1641,37.24,8,0.18,0.49,50,9,0,NA,NA,NA,"Plan Your Legacy. Leave an Impact.","Active","Wills","Donor-Centric
Target Mailer",NA,NA,"Friday","Post-COVID","Large",34,"Yes","Period","No","No"
"Fremont Area Community Fnd","Fremont DAF TM 2023-11-30",2023-11-30,184,76,45.24,10,5.95,13.16,16,0,0,NA,NA,NA,"Make a gift that is local, personal and meaningful","Active","DAF","Donor-Centric
Target Mailer",NA,NA,"Thursday","Post-COVID","Small",50,"Yes","No Punctuation","Yes","No"
"Friends of Bassett","Bassett Visions 2023-06-20 1of3",2023-06-20,1561,403,30.62,7,0.53,1.74,245,17,0,NA,NA,NA,"Legacy: A Planned Giving Newsletter from Friends of Bassett Healthcare","Active","SECURE 2.0","Visions",NA,NA,"Tuesday","Post-COVID","Small",70,"Yes","No Punctuation","Yes","No"
"Friends of Bassett","Bassett Techniques 3Q23 1of3",2023-08-11,1205,291,30.92,41,4.36,14.09,264,12,6,NA,NA,NA,"Techniques: Charitable Gifts of a Business Interest","Active","Business Interests","Professional
Advisor
Newsletter",NA,NA,"Friday","Post-COVID","Small",51,"Yes","No Punctuation","No","Yes"
"Friends of Bassett","Bassett Visions 2023-10-24 2of3",2023-10-24,761,150,22.39,6,0.9,4,91,3,0,NA,NA,NA,"Legacy: A Planned Giving Newsletter from Friends of Bassett Healthcare","Active","Year-End","Visions",NA,NA,"Tuesday","Post-COVID","Small",70,"Yes","No Punctuation","Yes","No"
"Friends of Bassett","Bassett Techniques 4Q23 (12/01/23) 2of3",2023-12-01,976,221,24.05,32,3.48,14.48,57,19,3,NA,NA,NA,"Techniques: Opportunities and Pitfalls","Active","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Friday","Post-COVID","Small",38,"Yes","No Punctuation","No","Yes"
"Friends of Bassett","Bassett Techniques 1Q24 (04/05/2024)",2024-04-05,367,117,34.31,19,5.57,16.24,26,7,2,NA,NA,NA,"Techniques: The Sunset of TCJA Provisions","Active","TCJA","Professional
Advisor
Newsletter",NA,NA,"Friday","Post-COVID","Small",41,"Yes","No Punctuation","No","Yes"
"Friends of Bassett","Bassett Visions 2024-04-05",2024-04-05,992,249,26.83,4,0.43,1.61,64,8,0,NA,NA,NA,"Legacy: A Planned Giving Newsletter from Friends of Bassett Healthcare","Active","Wills","Visions",NA,NA,"Friday","Post-COVID","Small",70,"Yes","No Punctuation","Yes","No"
"Friends of Bassett","Bassett Techniques 2Q24 (05/31/2024)",2024-05-31,358,120,36.81,15,4.6,12.5,32,5,0,NA,NA,NA,"Techniques: Exploring Differences in Life Income Gifts","Active","Life Income Gifts","Professional
Advisor
Newsletter",NA,NA,"Friday","Post-COVID","Small",54,"Yes","No Punctuation","No","Yes"
"Friends of Portage","Friends of Portage Visions 2024-03-21",2024-04-09,4601,2553,55.89,7,0.15,0.27,33,22,1,NA,NA,NA,"Friends of the Portage Senior Center: Visions in Personal Planning","Active","Wills","Visions",NA,NA,"Tuesday","Post-COVID","Large",66,"Yes","No Punctuation","No","No"
"Guiding Eyes","Guiding_Eyes_IRA_2024-05-31",2024-05-31,1118,333,36.39,5,0.55,1.5,203,24,5,NA,NA,NA,"Change a life today. Give from your IRA.","Active","IRA","Donor-Centric
Target Mailer",NA,NA,"Friday","Post-COVID","Large",40,"Yes","Period","No","No"
"Historic Milwaukee","Historic Milwaukee Visions 2023-07-10",2023-07-10,4987,2697,56.66,105,2.21,3.89,227,85,16,NA,NA,NA,"The Mix: A Planned Giving Newsletter from Historic Milwaukee","Active","Wills","Visions",NA,NA,"Monday","Post-COVID","Large",60,"Yes","No Punctuation","Yes","No"
"Historic Milwaukee","Historic Milwaukee Visions 2023-10-24",2023-10-24,4808,2327,49.3,24,0.51,1.03,88,47,6,NA,NA,NA,"The Mix: A Planned Giving Newsletter from Historic Milwaukee","Active","Year-End","Visions",NA,NA,"Tuesday","Post-COVID","Large",60,"Yes","No Punctuation","Yes","No"
"Jewish Federation","JF_10_Strategies_2022_2022-12-01",2022-12-01,4926,2052,45.17,153,3.37,7.46,383,80,12,NA,NA,NA,"Make a Difference in 2022","Active","Year-End","Donor-Centric
Target Mailer",NA,NA,"Thursday","Post-COVID","Large",25,"No","No Punctuation","No","No"
"Jewish Federation","JF_QCD_2023-05-30",2023-06-05,2838,1209,44.83,30,1.11,2.48,141,47,9,NA,NA,NA,"Effective Gift Giving Options","Active","IRA","Donor-Centric
Target Mailer",NA,NA,"Monday","Post-COVID","Large",29,"No","No Punctuation","No","No"
"Newfields","IMA Legacy Newsletter",2017-09-19,4259,1421,37.13,29,0.76,2.04,432,22,3,NA,NA,NA,"The IMA: A Legacy of Community","Active","Mixed/Other","Donor-Centric
Newsletter",NA,NA,"Tuesday","Pre-COVID","Large",30,"Yes","No Punctuation","No","No"
"Newfields","IMA IRA Rollover",2017-12-06,2003,576,33.28,17,0.98,2.95,272,15,2,NA,NA,NA,"IMA: 2017 Tax-Free IRA Giving","Active","IRA","Donor-Centric
Target Mailer",NA,NA,"Wednesday","Pre-COVID","Large",29,"Yes","No Punctuation","No","No"
"Newfields","Newfields New Tax Law",2018-05-03,3612,1251,36.28,31,0.9,2.48,164,23,3,NA,NA,NA,"Newfields: Giving and the New Tax Law","Active","TCJA","Donor-Centric
Newsletter",NA,NA,"Thursday","Pre-COVID","Large",37,"Yes","No Punctuation","No","No"
"Newfields","Newfields Stock Mailer",2018-07-10,2323,759,33.97,4,0.18,0.53,89,8,1,NA,NA,NA,"Newfields: Make a Gift Without Writing a Check","Active","Stock","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Pre-COVID","Large",46,"Yes","No Punctuation","No","No"
"Newfields","Newfields Legacy Circle Links Fall 2018",2018-10-17,3928,1374,36.35,22,0.58,1.6,148,17,7,NA,NA,NA,"Newfields: Your Philanthropic Footprint","Active","Mixed/Other","Donor-Centric
Newsletter",NA,NA,"Wednesday","Pre-COVID","Large",39,"Yes","No Punctuation","No","No"
"Newfields","Newfields Year-End 2018 Mailer",2018-12-03,3872,1146,31.01,42,1.14,3.66,177,16,1,NA,NA,NA,"Newfields: Smart Planning Options for Donors Like You","Active","Year-End","Donor-Centric
Target Mailer",NA,NA,"Monday","Pre-COVID","Large",53,"Yes","No Punctuation","No","No"
"Newfields","Newfields Tax Time Mailer 2019-04-11",2019-04-11,3782,1093,29.87,55,1.5,5.03,123,26,3,NA,NA,NA,"Newfields: Benefit by Planning Now and Giving Later","Active","Tax Time","Donor-Centric
Target Mailer",NA,NA,"Thursday","Pre-COVID","Large",51,"Yes","No Punctuation","No","No"
"Newfields","Newfields Legacy Circle Links Summer 2019 (4/4)",2019-07-09,4063,1106,28.65,52,1.35,4.7,202,23,3,NA,NA,NA,"Newfields: Take Charge of Your Legacy","Active","Wills","Donor-Centric
Newsletter",NA,NA,"Tuesday","Pre-COVID","Large",37,"Yes","No Punctuation","No","No"
"Newfields","Newfields YE-IRA Mailer 2019-11-25",2019-11-25,3612,1200,34.19,33,0.94,2.75,102,15,0,NA,NA,NA,"Newfields: Choose How You Make an Impact with a Year-End Gift","Active","Year-End","Donor-Centric
Target Mailer",NA,NA,"Monday","Pre-COVID","Large",61,"Yes","No Punctuation","No","No"
"Newfields","Newfields Legacy Circle Links Summer 2020 (1/1)",2020-06-17,4010,1220,31.3,29,0.74,2.38,112,10,0,NA,NA,NA,"Newfields: A Personal Legacy of Caring","Active","Mixed/Other","Donor-Centric
Newsletter",NA,NA,"Wednesday","Post-COVID","Large",38,"Yes","No Punctuation","No","No"
"Newfields","Newfields YE Mailer 2020-12-01",2020-12-01,3411,1071,32.09,31,0.93,2.89,73,10,1,NA,NA,NA,"Newfields: Your Support Helps Shape Our Community","Active","Year-End","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Large",49,"Yes","No Punctuation","No","No"
"Newfields","Newfields Tax Tips Mailer 2021-04-06 (1 of 2)",2021-04-06,2710,997,37.54,24,0.9,2.41,54,11,2,NA,NA,NA,"Newfields: Winning Strategies for 2021","Active","Tax Time","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Large",38,"Yes","No Punctuation","No","No"
"Newfields","Newfields YE Mailer 2021-10-26 (2 of 2 ppd)",2021-10-26,4744,1907,41.55,29,0.63,1.52,154,26,3,NA,NA,NA,"Newfields: Everyone Leaves a Legacy.","Active","Year-End","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Large",36,"Yes","Period","No","No"
"Newfields","Newfields Legacy Circle Links Spring 2022",2022-04-08,4531,2470,56.1,42,0.95,1.7,128,26,1,NA,NA,NA,"Newfields: Best Practices for Making Rewarding Gifts","Active","Best Practices","Donor-Centric
Newsletter",NA,NA,"Friday","Post-COVID","Large",52,"Yes","No Punctuation","No","No"
"Newfields","Newfields Legacy Circle Links Summer 2022",2022-08-16,4415,2483,57.32,91,2.1,3.66,83,21,3,NA,NA,NA,"Newfields: Women and Philanthropy","Active","Mixed/Other","Donor-Centric
Newsletter",NA,NA,"Tuesday","Post-COVID","Large",33,"Yes","No Punctuation","No","No"
"Newfields","Newfields YE Mailer 2022-12-06",2022-12-06,4670,2412,52.83,36,0.79,1.49,104,18,5,NA,NA,NA,"Newfields: Simple steps. Sure results.","Active","Year-End","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Large",38,"Yes","Period","No","No"
